incident_id,timestamp,date,crime_type,attack_method,severity,financial_impact_usd,target_type,location,source_ip_country,system_affected,time_of_day,risk_score
INC-2025-0340,2025-12-27 07:00:00,2025-12-27,Data Exfiltration,Man-in-the-Middle,High,626201.0,Healthcare,Africa,CA,Cloud Database,Afternoon,86.7
INC-2025-0341,2025-03-23 19:00:00,2025-03-23,Data Exfiltration,Social Engineering,Critical,374264.0,Critical Infrastructure,Asia-Pacific,RU,Identity Provider,Afternoon,37.3
INC-2025-0342,2025-03-15 05:00:00,2025-03-15,Credential Theft,Man-in-the-Middle,High,201375.0,Educational Institution,Europe,IN,POS Terminal,Morning,51.1
INC-2025-0343,2025-05-28 11:00:00,2025-05-28,Malware Outbreak,SQL Injection,Low,112541.0,Healthcare,Africa,DE,Identity Provider,Afternoon,21.7
INC-2025-0344,2025-12-18 15:00:00,2025-12-18,Data Exfiltration,API Key Abuse,High,62360.0,Educational Institution,North America,BR,POS Terminal,Night,63.6
INC-2025-0345,2025-09-23 20:00:00,2025-09-23,Phishing,SQL Injection,Critical,43137.0,Educational Institution,Latin America,CN,Email Gateway,Morning,61.8
INC-2025-0346,2025-01-07 16:00:00,2025-01-07,Phishing,Spear Phishing Email,Low,43051.0,Financial Service,Latin America,RU,Cloud Database,Afternoon,39.2
INC-2025-0347,2025-10-15 05:00:00,2025-10-15,Ransomware,Social Engineering,High,696047.0,Government,Latin America,DE,Cloud Database,Night,64.6
INC-2025-0348,2025-09-05 16:00:00,2025-09-05,Financial Fraud,SQL Injection,Medium,259024.0,Government,North America,NL,Identity Provider,Afternoon,32.4
INC-2025-0349,2025-05-31 14:00:00,2025-05-31,Insider Threat,Man-in-the-Middle,Critical,93764.0,E-Commerce,Asia-Pacific,CN,POS Terminal,Morning,53.2
INC-2025-0350,2025-01-16 17:00:00,2025-01-16,Credential Theft,Ransomware Binary,High,91346.0,Educational Institution,Europe,CN,Email Gateway,Evening,54.6
INC-2025-0351,2025-06-23 02:00:00,2025-06-23,Financial Fraud,Brute Force,Medium,118143.0,Government,Africa,JP,POS Terminal,Afternoon,56.3
INC-2025-0352,2025-12-11 06:00:00,2025-12-11,Ransomware,Spear Phishing Email,High,729530.0,Financial Service,Latin America,US,Email Gateway,Morning,75.2
INC-2025-0353,2025-12-29 05:00:00,2025-12-29,DDoS Attack,Man-in-the-Middle,High,287169.0,Critical Infrastructure,Asia-Pacific,DE,Active Directory,Afternoon,40.8
INC-2025-0354,2025-07-24 03:00:00,2025-07-24,Financial Fraud,Ransomware Binary,High,274496.0,Educational Institution,Middle East,UK,Active Directory,Night,34.5
INC-2025-0355,2025-08-30 00:00:00,2025-08-30,Phishing,API Key Abuse,High,77709.0,Critical Infrastructure,Middle East,CN,POS Terminal,Morning,87.3
INC-2025-0356,2025-05-09 03:00:00,2025-05-09,Financial Fraud,Brute Force,Low,17356.0,Critical Infrastructure,Latin America,JP,Identity Provider,Evening,36.3
INC-2025-0357,2025-06-02 12:00:00,2025-06-02,Ransomware,Social Engineering,High,381607.0,E-Commerce,Latin America,CA,Cloud Database,Afternoon,73.2
INC-2025-0358,2025-11-13 08:00:00,2025-11-13,Ransomware,Man-in-the-Middle,Critical,174116.0,Educational Institution,Asia-Pacific,RU,Email Gateway,Morning,61.2
INC-2025-0359,2025-11-09 21:00:00,2025-11-09,Financial Fraud,Zero-day Exploit,Critical,240595.0,Tech Enterprise,Middle East,BR,Web Application,Morning,59.5
INC-2025-0360,2025-01-18 21:00:00,2025-01-18,Insider Threat,Social Engineering,Critical,589243.0,Educational Institution,North America,US,Email Gateway,Evening,37.5
INC-2025-0361,2025-04-25 03:00:00,2025-04-25,Insider Threat,Brute Force,High,149977.0,Government,Africa,IN,Email Gateway,Evening,61.2
INC-2025-0362,2025-03-13 10:00:00,2025-03-13,Phishing,API Key Abuse,High,55935.0,E-Commerce,North America,US,Email Gateway,Morning,59.9
INC-2025-0363,2025-12-20 18:00:00,2025-12-20,Credential Theft,Zero-day Exploit,Medium,239473.0,E-Commerce,Middle East,US,Web Application,Night,68.5
INC-2025-0364,2025-01-17 06:00:00,2025-01-17,Malware Outbreak,API Key Abuse,Low,114945.0,E-Commerce,Middle East,CA,Cloud Database,Evening,55.8
INC-2025-0365,2025-08-29 16:00:00,2025-08-29,Phishing,Spear Phishing Email,Critical,1192.0,Government,Middle East,DE,POS Terminal,Night,71.3
INC-2025-0366,2025-03-14 23:00:00,2025-03-14,Insider Threat,Man-in-the-Middle,Low,286187.0,Financial Service,Middle East,NL,Email Gateway,Night,48.0
INC-2025-0367,2025-07-18 13:00:00,2025-07-18,Phishing,SQL Injection,Medium,103120.0,Financial Service,Middle East,RU,POS Terminal,Morning,55.0
INC-2025-0368,2025-02-17 01:00:00,2025-02-17,Credential Theft,Spear Phishing Email,High,179514.0,Educational Institution,Africa,NL,Active Directory,Evening,65.7
INC-2025-0369,2025-11-18 12:00:00,2025-11-18,Phishing,Spear Phishing Email,Critical,37945.0,E-Commerce,Asia-Pacific,CA,Web Application,Evening,60.6
INC-2025-0370,2025-02-28 22:00:00,2025-02-28,Phishing,Ransomware Binary,High,46095.0,Educational Institution,Latin America,BR,POS Terminal,Afternoon,85.2
INC-2025-0371,2025-03-03 16:00:00,2025-03-03,Ransomware,Man-in-the-Middle,Low,643130.0,Healthcare,Middle East,JP,Cloud Database,Night,56.7
INC-2025-0372,2025-11-14 06:00:00,2025-11-14,Insider Threat,Zero-day Exploit,High,381119.0,Healthcare,Latin America,US,POS Terminal,Morning,44.2
INC-2025-0373,2025-04-02 08:00:00,2025-04-02,Phishing,SQL Injection,High,87598.0,Healthcare,North America,IN,POS Terminal,Morning,47.8
INC-2025-0374,2025-03-03 09:00:00,2025-03-03,DDoS Attack,SQL Injection,Critical,92796.0,Critical Infrastructure,Europe,UK,POS Terminal,Morning,40.9
INC-2025-0375,2025-07-23 09:00:00,2025-07-23,Phishing,Brute Force,High,77509.0,Financial Service,Europe,CN,Identity Provider,Night,44.4
INC-2025-0376,2025-03-03 05:00:00,2025-03-03,Credential Theft,API Key Abuse,High,248056.0,Financial Service,Asia-Pacific,UK,POS Terminal,Afternoon,65.5
INC-2025-0377,2025-04-20 12:00:00,2025-04-20,Phishing,Ransomware Binary,Low,38019.0,Healthcare,Middle East,BR,Email Gateway,Night,50.6
INC-2025-0378,2025-01-28 07:00:00,2025-01-28,Phishing,Social Engineering,High,17544.0,Financial Service,Middle East,UK,Email Gateway,Morning,72.4
INC-2025-0379,2025-04-30 13:00:00,2025-04-30,Financial Fraud,Brute Force,High,155331.0,Educational Institution,Asia-Pacific,JP,Web Application,Evening,46.5
INC-2025-0380,2025-09-13 05:00:00,2025-09-13,Data Exfiltration,Ransomware Binary,Medium,231429.0,Government,Latin America,CA,POS Terminal,Morning,52.5
INC-2025-0381,2025-09-26 16:00:00,2025-09-26,Credential Theft,API Key Abuse,Low,257156.0,Educational Institution,Latin America,DE,POS Terminal,Afternoon,30.6
INC-2025-0382,2025-12-22 22:00:00,2025-12-22,Phishing,Ransomware Binary,Critical,53656.0,Tech Enterprise,Asia-Pacific,CA,POS Terminal,Evening,81.5
INC-2025-0383,2025-03-09 18:00:00,2025-03-09,DDoS Attack,Social Engineering,Medium,81312.0,Government,North America,BR,POS Terminal,Evening,61.5
INC-2025-0384,2025-07-16 04:00:00,2025-07-16,Malware Outbreak,Ransomware Binary,Medium,118275.0,Government,Middle East,CN,Active Directory,Afternoon,27.6
INC-2025-0385,2025-10-15 10:00:00,2025-10-15,Financial Fraud,SQL Injection,Critical,19026.0,Educational Institution,Europe,JP,POS Terminal,Morning,58.4
INC-2025-0386,2025-07-01 09:00:00,2025-07-01,DDoS Attack,API Key Abuse,High,24288.0,Educational Institution,Asia-Pacific,US,Active Directory,Morning,80.9
INC-2025-0387,2025-07-28 13:00:00,2025-07-28,Phishing,SQL Injection,Low,62169.0,Government,Latin America,JP,Email Gateway,Night,42.8
INC-2025-0388,2025-04-04 12:00:00,2025-04-04,Data Exfiltration,Brute Force,High,762793.0,E-Commerce,Europe,DE,Cloud Database,Afternoon,85.0
INC-2025-0389,2025-12-30 07:00:00,2025-12-30,DDoS Attack,Ransomware Binary,High,291663.0,E-Commerce,Europe,US,Active Directory,Night,89.4
INC-2025-0390,2025-02-14 14:00:00,2025-02-14,Phishing,Ransomware Binary,Medium,85486.0,Government,Middle East,IN,Cloud Database,Evening,46.3
INC-2025-0391,2025-08-11 22:00:00,2025-08-11,Phishing,Social Engineering,High,47830.0,E-Commerce,Africa,BR,Active Directory,Evening,73.7
INC-2025-0392,2025-10-25 18:00:00,2025-10-25,Credential Theft,SQL Injection,High,40903.0,Educational Institution,Asia-Pacific,CN,Identity Provider,Evening,67.4
INC-2025-0393,2025-12-24 23:00:00,2025-12-24,Phishing,Zero-day Exploit,Medium,70681.0,Government,Africa,JP,Web Application,Afternoon,9.5
INC-2025-0394,2025-05-05 12:00:00,2025-05-05,Phishing,Zero-day Exploit,Low,16408.0,Critical Infrastructure,Middle East,CA,Email Gateway,Night,28.1
INC-2025-0395,2025-10-05 01:00:00,2025-10-05,Phishing,Man-in-the-Middle,Low,19263.0,Educational Institution,Africa,DE,Email Gateway,Afternoon,43.0
INC-2025-0396,2025-12-09 16:00:00,2025-12-09,Credential Theft,Ransomware Binary,Medium,215747.0,Financial Service,Europe,NL,Identity Provider,Morning,47.7
INC-2025-0397,2025-06-25 17:00:00,2025-06-25,Credential Theft,Spear Phishing Email,Low,75744.0,Tech Enterprise,Europe,IN,Web Application,Morning,51.9
INC-2025-0398,2025-03-23 12:00:00,2025-03-23,Insider Threat,Man-in-the-Middle,High,471594.0,Financial Service,Latin America,UK,POS Terminal,Night,75.2
INC-2025-0399,2025-10-22 03:00:00,2025-10-22,Ransomware,Brute Force,Critical,847583.0,E-Commerce,Middle East,US,Cloud Database,Morning,71.5
INC-2025-0400,2025-09-27 21:00:00,2025-09-27,Credential Theft,Social Engineering,High,6881.0,Critical Infrastructure,Latin America,IN,Cloud Database,Morning,25.6
INC-2025-0401,2025-08-10 02:00:00,2025-08-10,DDoS Attack,Ransomware Binary,Low,86972.0,Healthcare,Africa,UK,Email Gateway,Morning,25.9
INC-2025-0402,2025-07-06 11:00:00,2025-07-06,Financial Fraud,Man-in-the-Middle,High,281223.0,Financial Service,Asia-Pacific,DE,Email Gateway,Night,56.9
INC-2025-0403,2025-09-07 19:00:00,2025-09-07,DDoS Attack,Spear Phishing Email,Medium,239196.0,E-Commerce,Middle East,CA,Identity Provider,Morning,22.4
INC-2025-0404,2025-09-30 23:00:00,2025-09-30,DDoS Attack,Social Engineering,Medium,312680.0,Healthcare,Europe,IN,Email Gateway,Night,21.7
INC-2025-0405,2025-08-17 16:00:00,2025-08-17,Phishing,Zero-day Exploit,High,55028.0,Tech Enterprise,Europe,UK,Identity Provider,Evening,76.1
INC-2025-0406,2025-08-09 13:00:00,2025-08-09,DDoS Attack,API Key Abuse,Critical,316793.0,Educational Institution,Europe,DE,Email Gateway,Morning,80.0
INC-2025-0407,2025-05-23 08:00:00,2025-05-23,Phishing,Spear Phishing Email,Medium,73307.0,E-Commerce,Latin America,US,Cloud Database,Night,58.0
INC-2025-0408,2025-11-27 01:00:00,2025-11-27,Malware Outbreak,API Key Abuse,Low,,Financial Service,Latin America,US,Web Application,Afternoon,32.3
INC-2025-0409,2025-09-25 00:00:00,2025-09-25,Malware Outbreak,Man-in-the-Middle,Low,16549.0,Government,Asia-Pacific,IN,POS Terminal,Evening,16.2
INC-2025-0410,2025-12-07 07:00:00,2025-12-07,Insider Threat,Man-in-the-Middle,High,256548.0,Tech Enterprise,Africa,UK,Identity Provider,Afternoon,71.9
INC-2025-0411,2025-08-21 16:00:00,2025-08-21,Phishing,Man-in-the-Middle,Medium,105135.0,Financial Service,Middle East,RU,Identity Provider,Evening,24.5
INC-2025-0412,2025-01-06 18:00:00,2025-01-06,Phishing,API Key Abuse,Low,58616.0,Educational Institution,Latin America,CN,Email Gateway,Evening,16.9
INC-2025-0413,2025-02-27 12:00:00,2025-02-27,DDoS Attack,SQL Injection,High,213547.0,Educational Institution,Asia-Pacific,CA,Active Directory,Evening,78.1
INC-2025-0414,2025-07-29 15:00:00,2025-07-29,Phishing,Man-in-the-Middle,Medium,5992.0,Financial Service,Latin America,JP,Identity Provider,Night,57.1
INC-2025-0415,2025-07-03 11:00:00,2025-07-03,Phishing,Brute Force,Low,44919.0,E-Commerce,North America,CN,POS Terminal,Afternoon,21.8
INC-2025-0416,2025-12-26 09:00:00,2025-12-26,Phishing,Ransomware Binary,Medium,76033.0,Government,Asia-Pacific,JP,Web Application,Evening,16.1
INC-2025-0417,2025-04-15 20:00:00,2025-04-15,Insider Threat,Man-in-the-Middle,Critical,242971.0,Tech Enterprise,Europe,BR,Active Directory,Evening,77.6
INC-2025-0418,2025-09-03 01:00:00,2025-09-03,Ransomware,Man-in-the-Middle,Critical,689104.0,Educational Institution,Asia-Pacific,CA,Web Application,Morning,50.5
INC-2025-0419,2025-10-21 14:00:00,2025-10-21,Financial Fraud,SQL Injection,Low,273733.0,Financial Service,Europe,DE,Email Gateway,Morning,46.6
INC-2025-0420,2025-04-01 17:00:00,2025-04-01,Phishing,SQL Injection,High,2987.0,E-Commerce,Latin America,RU,Email Gateway,Night,85.6
INC-2025-0421,2025-12-11 19:00:00,2025-12-11,DDoS Attack,Brute Force,Medium,146449.0,E-Commerce,Middle East,IN,Web Application,Night,33.2
INC-2025-0422,2025-02-28 15:00:00,2025-02-28,Phishing,Ransomware Binary,Low,17968.0,Healthcare,North America,JP,Active Directory,Evening,36.4
INC-2025-0423,2025-03-31 12:00:00,2025-03-31,DDoS Attack,SQL Injection,Medium,271150.0,E-Commerce,Middle East,UK,Active Directory,Afternoon,8.8
INC-2025-0424,2025-09-04 19:00:00,2025-09-04,Financial Fraud,API Key Abuse,Critical,99881.0,Financial Service,Latin America,US,Email Gateway,Night,73.7
INC-2025-0425,2025-07-01 09:00:00,2025-07-01,Data Exfiltration,Spear Phishing Email,High,229689.0,Educational Institution,Asia-Pacific,JP,Email Gateway,Evening,71.4
INC-2025-0426,2025-06-15 16:00:00,2025-06-15,Phishing,Ransomware Binary,Low,9848.0,Educational Institution,Middle East,UK,POS Terminal,Afternoon,41.5
INC-2025-0427,2025-10-10 12:00:00,2025-10-10,Phishing,Man-in-the-Middle,High,66333.0,Government,Latin America,UK,Web Application,Afternoon,37.0
INC-2025-0428,2025-10-30 04:00:00,2025-10-30,Phishing,API Key Abuse,Medium,23553.0,Healthcare,Latin America,UK,Email Gateway,Evening,29.2
INC-2025-0429,2025-01-14 13:00:00,2025-01-14,DDoS Attack,Zero-day Exploit,Medium,10368.0,Tech Enterprise,Asia-Pacific,RU,Cloud Database,Evening,33.0
INC-2025-0430,2025-02-13 07:00:00,2025-02-13,Ransomware,SQL Injection,Critical,685311.0,E-Commerce,Middle East,US,POS Terminal,Afternoon,54.4
INC-2025-0431,2025-11-10 13:00:00,2025-11-10,Phishing,Man-in-the-Middle,High,62381.0,Educational Institution,Latin America,JP,POS Terminal,Night,51.4
INC-2025-0432,2025-07-13 02:00:00,2025-07-13,Financial Fraud,Ransomware Binary,Low,253044.0,Educational Institution,Asia-Pacific,NL,Web Application,Afternoon,24.4
INC-2025-0433,2025-05-05 15:00:00,2025-05-05,Malware Outbreak,Man-in-the-Middle,Medium,37966.0,Healthcare,Europe,DE,Web Application,Morning,57.0
INC-2025-0434,2025-12-16 05:00:00,2025-12-16,Ransomware,Zero-day Exploit,Critical,462310.0,Healthcare,Middle East,BR,Web Application,Evening,56.6
INC-2025-0435,2025-04-06 08:00:00,2025-04-06,Credential Theft,Zero-day Exploit,High,55599.0,Government,Asia-Pacific,CA,POS Terminal,Evening,75.1
INC-2025-0436,2025-10-24 18:00:00,2025-10-24,Data Exfiltration,SQL Injection,High,93856.0,E-Commerce,Africa,JP,Email Gateway,Evening,38.5
INC-2025-0437,2025-09-24 12:00:00,2025-09-24,Malware Outbreak,SQL Injection,Medium,85726.0,Financial Service,Europe,US,POS Terminal,Morning,59.7
INC-2025-0438,2025-03-10 14:00:00,2025-03-10,Phishing,Zero-day Exploit,Medium,86166.0,Critical Infrastructure,Africa,NL,Active Directory,Afternoon,51.1
INC-2025-0439,2025-07-25 09:00:00,2025-07-25,Phishing,Man-in-the-Middle,Medium,2609.0,Tech Enterprise,North America,NL,Email Gateway,Evening,32.1
INC-2025-0440,2025-01-11 20:00:00,2025-01-11,DDoS Attack,Zero-day Exploit,Low,43346.0,E-Commerce,Africa,IN,Cloud Database,Night,23.7
INC-2025-0441,2025-02-23 10:00:00,2025-02-23,Ransomware,Zero-day Exploit,Critical,730913.0,,Middle East,CA,Email Gateway,Morning,62.6
INC-2025-0442,2025-09-03 01:00:00,2025-09-03,Financial Fraud,API Key Abuse,Medium,232203.0,Healthcare,Asia-Pacific,JP,Email Gateway,Evening,34.6
INC-2025-0443,2025-01-17 16:00:00,2025-01-17,Phishing,SQL Injection,Medium,29202.0,E-Commerce,Europe,BR,Active Directory,Afternoon,44.5
INC-2025-0444,2025-03-12 12:00:00,2025-03-12,Ransomware,SQL Injection,High,165657.0,Critical Infrastructure,Latin America,DE,Web Application,Evening,56.8
INC-2025-0445,2025-04-16 20:00:00,2025-04-16,Credential Theft,API Key Abuse,Medium,279892.0,Critical Infrastructure,Middle East,BR,Cloud Database,Afternoon,44.1
INC-2025-0446,2025-05-26 04:00:00,2025-05-26,Ransomware,Zero-day Exploit,High,91743.0,Educational Institution,Latin America,RU,Identity Provider,Morning,75.7
INC-2025-0447,2025-06-29 19:00:00,2025-06-29,Phishing,Ransomware Binary,Low,36349.0,Government,Asia-Pacific,UK,Email Gateway,Night,23.9
INC-2025-0448,2025-02-19 17:00:00,2025-02-19,DDoS Attack,Spear Phishing Email,Low,219303.0,E-Commerce,Latin America,IN,Email Gateway,Evening,29.5
INC-2025-0449,2025-10-17 12:00:00,2025-10-17,Ransomware,Zero-day Exploit,Low,94331.0,Financial Service,Middle East,RU,Web Application,Night,44.1
INC-2025-0450,2025-12-18 15:00:00,2025-12-18,DDoS Attack,SQL Injection,Medium,103064.0,Educational Institution,Middle East,JP,Cloud Database,Evening,51.7
INC-2025-0451,2025-11-02 11:00:00,2025-11-02,Credential Theft,SQL Injection,High,180982.0,Healthcare,Europe,JP,Active Directory,Night,75.0
INC-2025-0452,2025-11-27 12:00:00,2025-11-27,Phishing,Brute Force,Critical,,Government,Latin America,RU,Identity Provider,Evening,54.1
INC-2025-0453,2025-11-12 21:00:00,2025-11-12,DDoS Attack,Zero-day Exploit,High,150281.0,Financial Service,Middle East,CA,Active Directory,Afternoon,40.2
INC-2025-0454,2025-02-11 14:00:00,2025-02-11,Phishing,Social Engineering,Medium,59741.0,E-Commerce,Africa,UK,Cloud Database,Night,27.1
INC-2025-0455,2025-06-09 01:00:00,2025-06-09,Insider Threat,Brute Force,Critical,93169.0,Healthcare,North America,CA,Cloud Database,Afternoon,50.0
INC-2025-0456,2025-05-04 03:00:00,2025-05-04,Financial Fraud,API Key Abuse,High,33992.0,Educational Institution,Asia-Pacific,CN,Cloud Database,Afternoon,61.4
INC-2025-0457,2025-05-05 06:00:00,2025-05-05,Ransomware,API Key Abuse,Critical,606371.0,Educational Institution,Middle East,CN,Email Gateway,Afternoon,53.4
INC-2025-0458,2025-02-05 12:00:00,2025-02-05,Malware Outbreak,SQL Injection,Low,6573.0,Critical Infrastructure,Africa,BR,Cloud Database,Night,35.0
INC-2025-0459,2025-07-14 22:00:00,2025-07-14,DDoS Attack,SQL Injection,High,85165.0,Government,Africa,IN,Email Gateway,Afternoon,74.8
INC-2025-0460,2025-11-13 06:00:00,2025-11-13,DDoS Attack,Spear Phishing Email,High,262165.0,Educational Institution,Latin America,US,Cloud Database,Afternoon,47.9
INC-2025-0461,2025-12-09 07:00:00,2025-12-09,Malware Outbreak,Zero-day Exploit,Medium,37634.0,Government,North America,DE,POS Terminal,Morning,19.8
INC-2025-0462,2025-10-15 07:00:00,2025-10-15,Credential Theft,Ransomware Binary,Low,74590.0,E-Commerce,Asia-Pacific,BR,POS Terminal,Morning,19.1
INC-2025-0463,2025-10-05 01:00:00,2025-10-05,Credential Theft,Ransomware Binary,High,45542.0,Financial Service,North America,BR,Active Directory,Evening,41.6
INC-2025-0464,2025-02-23 15:00:00,2025-02-23,Phishing,API Key Abuse,Critical,51519.0,Government,Latin America,RU,Cloud Database,Evening,87.6
INC-2025-0465,2025-12-06 05:00:00,2025-12-06,Ransomware,API Key Abuse,High,144913.0,Financial Service,Asia-Pacific,RU,Web Application,Evening,89.9
INC-2025-0466,2025-06-16 03:00:00,2025-06-16,Phishing,SQL Injection,High,102448.0,Government,Africa,RU,Email Gateway,Evening,76.8
INC-2025-0467,2025-03-27 19:00:00,2025-03-27,DDoS Attack,Social Engineering,High,188736.0,Government,Asia-Pacific,JP,Active Directory,Night,86.7
INC-2025-0468,2025-03-18 08:00:00,2025-03-18,Data Exfiltration,Man-in-the-Middle,High,541818.0,Critical Infrastructure,Asia-Pacific,IN,POS Terminal,Night,64.4
INC-2025-0469,2025-02-11 10:00:00,2025-02-11,Credential Theft,API Key Abuse,Medium,343585.0,Educational Institution,Africa,BR,Email Gateway,Morning,35.0
INC-2025-0470,2025-02-21 21:00:00,2025-02-21,DDoS Attack,Spear Phishing Email,Critical,6466.0,Tech Enterprise,Asia-Pacific,IN,Web Application,Night,56.2
INC-2025-0471,2025-02-20 20:00:00,2025-02-20,Phishing,Zero-day Exploit,High,97907.0,Financial Service,Middle East,NL,Web Application,Afternoon,90.9
INC-2025-0472,2025-11-01 06:00:00,2025-11-01,Ransomware,SQL Injection,Critical,845722.0,Educational Institution,Europe,UK,Cloud Database,Evening,68.3
INC-2025-0473,2025-01-26 21:00:00,2025-01-26,Financial Fraud,Zero-day Exploit,High,193728.0,Educational Institution,Africa,RU,Email Gateway,Night,52.9
INC-2025-0474,2025-04-03 12:00:00,2025-04-03,Data Exfiltration,Man-in-the-Middle,Medium,609603.0,Tech Enterprise,Africa,JP,Cloud Database,Evening,34.0
INC-2025-0475,2025-09-03 19:00:00,2025-09-03,Phishing,Brute Force,Medium,73255.0,Financial Service,Europe,IN,Email Gateway,Morning,20.4
INC-2025-0476,2025-11-02 05:00:00,2025-11-02,Data Exfiltration,Spear Phishing Email,Medium,133384.0,Government,Latin America,US,Cloud Database,Night,5.0
INC-2025-0477,2025-08-06 03:00:00,2025-08-06,Ransomware,Zero-day Exploit,Low,460243.0,Financial Service,Middle East,RU,Web Application,Night,67.5
INC-2025-0478,2025-10-10 13:00:00,2025-10-10,Financial Fraud,Zero-day Exploit,Medium,207538.0,Financial Service,Europe,RU,POS Terminal,Evening,52.9
INC-2025-0479,2025-02-08 08:00:00,2025-02-08,Ransomware,Social Engineering,Medium,545919.0,Educational Institution,Latin America,CN,Identity Provider,Morning,69.1
INC-2025-0480,2025-12-12 22:00:00,2025-12-12,Phishing,Social Engineering,Low,50593.0,Healthcare,Middle East,UK,Email Gateway,Night,28.9
INC-2025-0481,2025-04-05 04:00:00,2025-04-05,Phishing,Ransomware Binary,Medium,78713.0,Educational Institution,Asia-Pacific,IN,Cloud Database,Afternoon,41.0
INC-2025-0482,2025-04-27 14:00:00,2025-04-27,Phishing,API Key Abuse,Low,35493.0,Healthcare,Latin America,IN,Web Application,Night,27.7
INC-2025-0483,2025-08-24 05:00:00,2025-08-24,Phishing,Brute Force,Low,49849.0,Government,Europe,BR,POS Terminal,Afternoon,30.6
INC-2025-0484,2025-06-21 05:00:00,2025-06-21,Ransomware,Zero-day Exploit,Critical,723217.0,Healthcare,North America,IN,Cloud Database,Morning,43.3
INC-2025-0485,2025-08-12 18:00:00,2025-08-12,Credential Theft,Man-in-the-Middle,Critical,338478.0,E-Commerce,Africa,DE,Web Application,Afternoon,81.5
INC-2025-0486,2025-09-28 06:00:00,2025-09-28,Ransomware,Brute Force,High,127606.0,E-Commerce,Asia-Pacific,RU,POS Terminal,Afternoon,94.0
INC-2025-0487,2025-04-21 05:00:00,2025-04-21,Phishing,API Key Abuse,Medium,6515.0,Tech Enterprise,Europe,BR,Active Directory,Evening,5.0
INC-2025-0488,2025-11-29 02:00:00,2025-11-29,Phishing,Social Engineering,Medium,12279.0,Financial Service,Latin America,DE,Cloud Database,Evening,65.8
INC-2025-0489,2025-04-23 04:00:00,2025-04-23,Phishing,Ransomware Binary,High,101117.0,Educational Institution,North America,NL,Identity Provider,Night,35.6
INC-2025-0490,2025-11-30 08:00:00,2025-11-30,Data Exfiltration,SQL Injection,Medium,80063.0,Critical Infrastructure,North America,IN,POS Terminal,Afternoon,26.5
INC-2025-0491,2025-05-21 10:00:00,2025-05-21,DDoS Attack,Brute Force,Low,319557.0,Critical Infrastructure,North America,RU,POS Terminal,Night,23.2
INC-2025-0492,2025-03-09 13:00:00,2025-03-09,Credential Theft,Man-in-the-Middle,High,130659.0,Financial Service,Europe,RU,Identity Provider,Night,66.5
INC-2025-0493,2025-09-26 04:00:00,2025-09-26,Credential Theft,Man-in-the-Middle,Medium,228660.0,Tech Enterprise,Middle East,CN,Active Directory,Evening,44.3
INC-2025-0494,2025-05-27 02:00:00,2025-05-27,Credential Theft,API Key Abuse,Medium,336466.0,Tech Enterprise,Middle East,CA,Email Gateway,Afternoon,50.6
INC-2025-0495,2025-08-02 22:00:00,2025-08-02,Financial Fraud,SQL Injection,Medium,26042.0,Critical Infrastructure,Asia-Pacific,US,POS Terminal,Night,25.9
INC-2025-0496,2025-04-09 01:00:00,2025-04-09,Financial Fraud,Social Engineering,Low,192428.0,Tech Enterprise,Asia-Pacific,JP,Email Gateway,Morning,47.4
INC-2025-0497,2025-06-22 13:00:00,2025-06-22,DDoS Attack,SQL Injection,Critical,181111.0,E-Commerce,North America,NL,Cloud Database,Afternoon,39.0
INC-2025-0498,2025-12-18 12:00:00,2025-12-18,Ransomware,Man-in-the-Middle,Critical,230074.0,Government,Europe,IN,Cloud Database,Morning,93.2
INC-2025-0499,2025-03-29 18:00:00,2025-03-29,Credential Theft,API Key Abuse,Medium,108889.0,Tech Enterprise,Europe,BR,POS Terminal,Afternoon,26.9
INC-2025-0500,2025-01-21 07:00:00,2025-01-21,Ransomware,Social Engineering,High,483950.0,E-Commerce,Middle East,US,Active Directory,Morning,75.7
INC-2025-0501,2025-01-25 17:00:00,2025-01-25,Malware Outbreak,SQL Injection,Medium,24464.0,E-Commerce,Africa,UK,Web Application,Evening,47.5
INC-2025-0502,2025-05-26 16:00:00,2025-05-26,DDoS Attack,Man-in-the-Middle,Low,207258.0,Critical Infrastructure,Middle East,JP,Web Application,Evening,32.4
INC-2025-0503,2025-05-06 10:00:00,2025-05-06,Malware Outbreak,SQL Injection,Low,62360.0,E-Commerce,Asia-Pacific,IN,POS Terminal,Morning,9.4
INC-2025-0504,2025-12-02 11:00:00,2025-12-02,Insider Threat,Brute Force,High,171897.0,Tech Enterprise,Europe,CN,Cloud Database,Morning,77.3
INC-2025-0505,2025-12-27 15:00:00,2025-12-27,DDoS Attack,Social Engineering,Medium,281319.0,Healthcare,Africa,NL,Active Directory,Afternoon,43.4
INC-2025-0506,2025-01-15 03:00:00,2025-01-15,Ransomware,SQL Injection,High,492846.0,Tech Enterprise,North America,NL,Identity Provider,Night,52.8
INC-2025-0507,2025-03-10 22:00:00,2025-03-10,Ransomware,API Key Abuse,Medium,844419.0,Tech Enterprise,Europe,BR,Identity Provider,Morning,51.0
INC-2025-0508,2025-07-10 13:00:00,2025-07-10,Insider Threat,API Key Abuse,Medium,312210.0,Financial Service,Africa,DE,POS Terminal,Evening,43.4
